season,mnth,holiday,workingday,temp,hum,windspeed,cnt
2,5,0,1,0.62,0.94,0.0,50
4,10,0,1,0.46,0.82,0.194,14
1,1,0,1,0.2,0.4,0.2985,195
3,7,0,1,0.9,0.42,0.0,183
1,2,0,1,0.32,0.7,0.1045,30
3,9,0,1,0.64,0.73,0.1642,98
2,5,0,1,0.68,0.51,0.0,193
3,9,0,1,0.54,1.0,0.194,330
3,8,0,0,0.8,0.55,0.2239,382
4,10,0,1,0.58,0.78,0.2239,171
3,9,0,1,0.46,0.55,0.2537,210
1,2,0,1,0.12,0.54,0.1045,1
1,3,0,1,0.22,0.64,0.2537,110
1,3,0,0,0.38,0.34,0.194,76
4,12,0,0,0.3,0.49,0.2985,228
1,1,0,1,0.2,0.51,0.1343,26
2,6,0,0,0.62,0.88,0.1045,14
2,3,0,1,0.28,0.93,0.2239,9
3,9,0,0,0.62,0.88,0.0,108
1,1,0,0,0.36,0.5,0.1642,79
2,5,0,1,0.48,0.63,0.2537,237
2,4,0,1,0.4,0.35,0.2239,158
3,7,0,1,0.84,0.53,0.0,794
3,9,0,1,0.56,0.83,0.0,109
3,7,0,1,0.8,0.41,0.1343,272
3,8,0,1,0.76,0.55,0.2537,274
2,5,0,1,0.46,0.88,0.1642,136
4,10,0,1,0.62,0.83,0.194,362
2,4,0,0,0.64,0.57,0.2239,640
1,3,0,1,0.26,0.53,0.2239,226
1,1,0,1,0.4,0.4,0.1045,385
4,11,0,0,0.26,0.65,0.1045,50
3,8,0,1,0.62,0.83,0.2836,261
1,2,0,1,0.32,0.21,0.2239,82
1,2,0,0,0.26,0.6,0.1045,191
4,10,0,1,0.66,0.83,0.1343,177
1,3,0,1,0.42,0.28,0.6119,244
1,1,0,1,0.42,0.67,0.0896,515
4,10,0,1,0.3,0.75,0.2836,36
1,3,0,1,0.56,0.43,0.194,168
2,5,0,0,0.5,0.51,0.1045,69
4,11,0,1,0.44,0.88,0.3881,99
2,5,0,0,0.6,0.35,0.1642,378
3,9,0,1,0.6,0.88,0.194,290
3,9,0,0,0.74,0.74,0.1343,355
1,1,0,1,0.22,0.93,0.1045,5
3,7,0,1,0.64,0.89,0.1642,194
1,1,1,0,0.28,0.45,0.3284,4
4,12,0,1,0.36,0.62,0.0,268
4,11,0,1,0.3,0.87,0.2985,65
2,4,0,1,0.36,0.87,0.4925,46
2,5,0,0,0.76,0.58,0.194,442
3,7,0,0,0.68,0.79,0.1642,14
1,12,0,1,0.2,0.75,0.0,3
4,11,0,0,0.4,0.62,0.2836,442
1,1,0,1,0.14,0.59,0.0,108
1,3,0,1,0.28,0.65,0.2836,15
3,7,0,0,0.86,0.19,0.1642,331
2,5,0,0,0.52,1.0,0.0,32
4,12,0,0,0.4,0.87,0.1045,8
3,7,0,1,0.7,0.84,0.2239,198
4,12,0,1,0.48,0.63,0.2239,269
1,1,0,1,0.18,0.64,0.2836,8
1,1,0,0,0.16,0.59,0.0,1
1,1,0,1,0.16,0.47,0.2836,3
4,10,0,1,0.38,0.82,0.2239,31
1,3,0,1,0.26,0.37,0.3881,120
3,6,0,1,0.66,0.83,0.1045,5
2,4,0,1,0.34,0.53,0.2537,346
2,6,0,1,0.66,0.27,0.2836,259
2,5,0,1,0.64,0.69,0.2836,717
4,11,0,1,0.46,0.55,0.1642,189
3,7,0,0,0.72,0.62,0.2537,226
2,6,0,0,0.7,0.65,0.1642,159
4,11,0,1,0.52,0.88,0.3582,5
1,1,0,0,0.24,0.7,0.194,21
2,3,0,1,0.62,0.41,0.2985,199
1,1,1,0,0.18,0.55,0.2537,92
2,5,0,1,0.72,0.54,0.3881,153
3,7,0,1,0.72,0.58,0.0,7
4,9,0,0,0.5,0.59,0.1045,100
4,10,0,1,0.46,0.77,0.0896,59
1,3,0,0,0.42,1.0,0.2985,31
2,6,0,1,0.8,0.29,0.194,165
4,11,0,1,0.56,0.6,0.194,264
4,11,0,1,0.36,0.56,0.1045,680
1,3,0,1,0.56,0.49,0.2239,286
4,9,0,1,0.52,0.77,0.1045,81
1,2,0,0,0.26,1.0,0.194,56
1,3,0,1,0.58,0.35,0.2239,211
2,6,0,1,0.64,0.73,0.2239,130
4,11,0,0,0.42,0.58,0.194,203
2,5,0,1,0.62,0.57,0.2537,693
2,4,0,1,0.4,0.47,0.3582,308
2,4,0,0,0.52,0.59,0.0,97
4,12,0,0,0.16,0.69,0.0,72
3,8,0,0,0.6,0.83,0.0,8
2,5,0,1,0.48,0.51,0.4179,129
4,11,0,1,0.42,0.54,0.4478,207
2,5,0,1,0.56,0.73,0.1343,301
3,9,0,1,0.38,0.71,0.2239,93
3,7,0,1,0.74,0.48,0.1343,389
3,7,0,0,0.64,0.53,0.0,26
2,6,0,0,0.62,0.57,0.0,615
4,9,0,1,0.6,0.78,0.0,7
4,11,0,1,0.36,0.71,0.1642,142
3,8,0,1,0.74,0.66,0.1045,72
1,1,0,1,0.14,0.5,0.194,16
3,8,0,0,0.66,0.89,0.2836,41
4,10,0,1,0.24,0.93,0.0,227
3,8,0,1,0.64,0.78,0.0896,19
1,1,0,0,0.18,0.55,0.0,28
4,12,0,0,0.36,0.93,0.1045,20
4,11,0,1,0.4,0.76,0.0,181
1,2,0,0,0.22,0.93,0.1343,78
2,6,0,0,0.72,0.34,0.1642,617
2,5,0,0,0.62,0.94,0.2537,152
2,5,0,0,0.56,0.88,0.2239,7
2,6,0,0,0.82,0.46,0.1343,367
4,10,1,0,0.72,0.37,0.0,365
3,8,0,0,0.8,0.63,0.2836,313
4,9,0,1,0.58,0.3,0.2537,516
4,9,0,1,0.62,0.94,0.1343,75
3,8,0,1,0.76,0.52,0.2836,303
1,2,0,1,0.4,0.4,0.6119,205
3,9,0,0,0.56,0.52,0.1045,296
2,6,0,0,0.5,0.72,0.0896,13
4,9,0,1,0.6,0.88,0.0896,93
3,7,0,0,0.94,0.38,0.1642,245
1,3,0,1,0.26,0.65,0.0896,1
3,9,0,1,0.72,0.37,0.1642,509
1,1,0,1,0.24,0.75,0.194,109
2,3,0,1,0.36,0.46,0.3284,358
3,6,0,1,0.76,0.55,0.5224,202
2,5,1,0,0.88,0.39,0.2537,311
1,2,0,1,0.36,0.66,0.1045,30
3,8,0,1,0.68,0.89,0.0896,17
2,6,0,1,0.52,0.88,0.1343,37
4,9,0,1,0.6,0.94,0.0896,3
1,1,0,1,0.16,0.86,0.1045,6
4,11,0,1,0.32,0.76,0.0,95
3,7,0,1,0.7,0.74,0.1642,22
4,10,0,1,0.52,0.77,0.0,41
3,9,0,1,0.64,0.73,0.0,196
1,1,0,1,0.36,0.5,0.2537,191
4,11,0,1,0.58,0.56,0.0,162
1,2,0,1,0.3,0.75,0.0896,576
2,4,0,1,0.5,0.39,0.194,418
3,7,0,1,0.72,0.54,0.0,5
1,2,0,1,0.38,0.4,0.4478,432
4,11,0,1,0.32,0.93,0.1045,466
4,12,0,1,0.52,0.59,0.3284,221
3,9,0,1,0.62,0.83,0.0896,9
3,8,0,1,0.7,0.3,0.2836,416
3,9,0,1,0.78,0.52,0.2239,124
3,8,0,1,0.74,0.51,0.194,399
3,7,0,1,0.66,0.5,0.3284,507
4,11,0,1,0.28,0.75,0.1045,112
3,9,0,1,0.52,0.68,0.2836,5
4,10,0,0,0.56,0.73,0.1045,193
2,3,0,1,0.32,0.49,0.0,4
3,7,0,0,0.8,0.55,0.1642,560
2,5,0,1,0.58,0.83,0.1343,27
2,3,0,1,0.52,0.88,0.0,33
1,2,0,1,0.26,0.56,0.0896,5
1,1,0,0,0.24,0.41,0.2836,104
4,11,0,1,0.26,0.56,0.2836,118
2,5,0,0,0.54,0.83,0.2239,121
4,11,0,1,0.48,0.94,0.1045,323
1,3,0,1,0.34,0.61,0.194,3
2,6,0,1,0.6,0.73,0.0896,5
1,1,0,1,0.3,0.81,0.2239,126
4,10,0,1,0.44,0.94,0.0896,1
3,9,0,1,0.54,0.88,0.194,22
1,2,0,1,0.14,0.36,0.0,59
2,4,0,1,0.48,0.63,0.2537,127
4,12,0,1,0.32,0.53,0.2239,433
3,7,0,1,0.96,0.3,0.3881,233
4,12,0,1,0.48,0.48,0.2537,313
4,11,0,0,0.4,0.37,0.194,343
4,10,0,0,0.46,0.59,0.194,56
4,12,0,1,0.34,0.53,0.2537,265
1,1,1,0,0.14,0.59,0.194,126
4,11,0,0,0.5,0.42,0.3284,310
1,1,0,1,0.24,0.41,0.1642,136
2,6,0,0,0.7,0.34,0.2985,662
1,3,0,1,0.48,0.41,0.3284,328
3,9,1,0,0.68,0.74,0.2985,16
4,9,0,1,0.62,0.83,0.1045,426
2,3,0,1,0.72,0.42,0.1642,589
3,6,0,1,0.84,0.26,0.2836,276
3,9,0,1,0.58,0.83,0.4627,151
3,8,0,0,0.64,0.89,0.0896,6
4,11,0,1,0.5,0.94,0.194,87
2,4,0,1,0.64,0.36,0.4627,157
2,5,0,1,0.76,0.62,0.194,522
3,6,0,0,0.74,0.42,0.194,455
3,7,0,1,0.7,0.84,0.0,9
1,3,0,1,0.36,0.81,0.1343,75
4,11,0,1,0.4,0.5,0.1642,678
1,12,0,0,0.2,0.51,0.2239,49
4,11,0,0,0.32,0.57,0.1045,139
4,11,0,1,0.3,0.49,0.194,230
3,7,0,0,0.7,0.79,0.0896,47
2,5,0,1,0.5,0.77,0.2985,165
4,11,0,1,0.34,0.61,0.3284,81
4,10,0,1,0.4,0.62,0.0,6
4,10,0,0,0.56,0.64,0.2836,612
3,8,0,1,0.74,0.79,0.1343,196
3,8,0,1,0.64,0.69,0.1045,36
3,7,0,0,0.64,0.53,0.0,52
2,5,0,1,0.6,0.6,0.2836,11
3,6,0,1,0.74,0.37,0.2985,333
1,1,0,1,0.12,0.54,0.0,210
2,5,0,0,0.54,0.56,0.0896,66
3,9,0,1,0.8,0.63,0.1642,234
2,5,0,0,0.64,0.78,0.1343,141
1,2,0,1,0.2,0.27,0.2985,80
1,1,0,1,0.2,0.47,0.0,19
1,2,0,1,0.3,0.65,0.1343,87
1,3,0,1,0.44,0.94,0.0,148
4,11,1,0,0.4,0.76,0.0896,4
2,4,0,1,0.54,0.32,0.1642,38
2,3,0,0,0.22,0.55,0.1343,54
1,12,0,1,0.28,0.93,0.2985,43
4,12,0,0,0.38,0.94,0.0896,122
4,10,0,1,0.44,0.67,0.1642,3
3,8,0,1,0.88,0.27,0.3284,368
1,12,0,1,0.24,0.87,0.2239,33
2,5,0,1,0.6,0.69,0.1343,565
2,5,0,1,0.74,0.55,0.4179,188
2,4,0,1,0.5,0.59,0.4478,35
4,10,0,1,0.58,0.43,0.2239,301
1,2,0,0,0.32,0.26,0.5522,33
1,12,0,1,0.22,0.69,0.0,11
3,7,0,0,0.82,0.38,0.0,416
1,3,0,0,0.48,0.39,0.3284,304
2,4,0,1,0.34,0.61,0.1642,11
3,6,0,1,0.62,0.57,0.0896,193
4,11,0,1,0.42,0.38,0.4478,67
3,9,0,1,0.66,0.47,0.194,291
2,4,0,0,0.34,0.87,0.1343,133
3,7,0,1,0.84,0.49,0.3582,299
1,2,0,1,0.32,0.57,0.0,22
2,5,0,1,0.5,0.82,0.2985,79
2,6,0,1,0.68,0.61,0.1343,336
1,3,0,1,0.3,0.49,0.1343,119
2,4,0,1,0.76,0.22,0.5224,189
4,9,0,0,0.5,0.63,0.194,332
3,8,0,1,0.76,0.52,0.2836,812
4,11,0,0,0.38,0.62,0.1642,106
2,5,0,1,0.78,0.46,0.3284,378
1,3,0,0,0.3,1.0,0.2239,4
4,12,0,1,0.36,0.62,0.1045,268
2,5,0,1,0.64,0.33,0.0896,180
1,12,0,1,0.3,0.39,0.3284,281
2,5,0,0,0.56,0.68,0.2836,126
3,7,0,1,0.82,0.46,0.194,113
2,5,0,0,0.6,0.38,0.2537,378
3,6,0,1,0.66,0.83,0.1343,91
2,4,0,1,0.44,0.62,0.1642,203
3,9,0,0,0.72,0.79,0.0896,457
2,5,0,0,0.52,0.83,0.1642,11
3,9,0,1,0.44,0.77,0.1045,6
2,4,0,1,0.66,0.69,0.3284,163
3,7,0,1,0.86,0.41,0.2239,321
2,4,0,1,0.44,0.54,0.4478,6
4,10,0,1,0.4,0.82,0.0,91
4,11,0,1,0.32,0.66,0.1642,153
4,12,0,1,0.22,0.64,0.2239,12
4,10,0,0,0.22,0.93,0.3284,31
3,9,0,1,0.66,0.74,0.194,179
2,4,0,1,0.56,0.49,0.1642,169
1,3,0,1,0.24,0.81,0.1343,8
4,10,0,1,0.32,0.57,0.2239,229
1,3,0,0,0.54,0.68,0.1642,223
4,10,0,1,0.42,0.54,0.1642,113
3,7,0,0,0.66,0.83,0.0896,208
3,9,0,1,0.54,0.88,0.3582,21
2,3,0,1,0.36,0.87,0.6418,75
1,3,0,1,0.44,0.0,0.2239,14
1,1,0,1,0.4,0.82,0.0,91
2,5,0,0,0.58,0.83,0.2537,19
4,10,0,1,0.54,0.88,0.194,5
3,7,0,1,0.64,0.69,0.1045,10
4,10,0,0,0.34,0.87,0.0,6
2,6,0,1,0.62,0.35,0.2239,112
1,12,0,1,0.32,0.93,0.0896,69
1,1,0,0,0.2,0.34,0.4478,75
4,9,0,1,0.58,0.83,0.0,66
2,5,1,0,0.82,0.56,0.2985,405
1,1,1,0,0.24,0.41,0.2239,88
2,4,0,0,0.34,0.87,0.1343,7
1,2,0,0,0.16,0.4,0.4478,138
3,8,0,1,0.64,0.65,0.0,23
3,9,0,1,0.6,0.6,0.1642,263
1,1,0,1,0.3,0.39,0.4925,161
3,9,0,1,0.62,0.94,0.1642,136
4,11,0,1,0.3,0.81,0.1343,293
2,5,0,0,0.78,0.49,0.2985,522
4,11,0,1,0.4,0.87,0.0,11
4,9,0,0,0.52,0.48,0.0,138
2,5,0,1,0.52,0.68,0.3284,5
3,8,0,1,0.82,0.46,0.194,406
2,4,0,0,0.56,0.43,0.1343,220
3,8,0,1,0.7,0.79,0.1045,208
1,2,0,1,0.6,0.31,0.194,124
3,8,0,0,0.74,0.4,0.1343,465
2,5,0,1,0.6,0.78,0.3582,186
4,10,0,0,0.6,0.35,0.4627,394
1,2,0,1,0.32,0.66,0.2239,47
3,9,0,1,0.62,0.69,0.1045,463
4,12,0,1,0.2,0.72,0.1045,308
2,4,0,1,0.42,0.47,0.194,234
2,6,0,0,0.6,0.78,0.194,164
3,8,0,1,0.64,0.69,0.0,157
4,11,0,0,0.36,0.66,0.2239,59
3,7,0,1,0.82,0.59,0.1343,225
1,2,0,0,0.24,0.65,0.0,30
3,8,0,1,0.66,0.83,0.1045,342
2,5,0,1,0.5,0.82,0.194,639
3,8,0,0,0.64,0.94,0.194,3
4,9,0,1,0.62,0.88,0.1045,17
1,1,0,1,0.24,0.38,0.3582,78
3,9,0,0,0.86,0.44,0.1642,514
4,11,0,1,0.44,0.67,0.0896,252
1,1,0,0,0.26,0.65,0.1642,65
3,7,0,1,0.72,0.58,0.0,14
3,8,0,1,0.66,0.78,0.194,681
1,2,0,1,0.34,0.19,0.2537,98
4,10,0,1,0.56,0.6,0.1045,317
2,6,0,1,0.7,0.48,0.2537,579
2,4,0,0,0.42,0.44,0.4478,211
4,11,0,0,0.4,0.54,0.2836,135
2,4,0,0,0.34,0.66,0.1045,87
1,2,0,1,0.3,0.7,0.0,5
3,7,0,0,0.7,0.79,0.1642,458
3,8,0,1,0.74,0.45,0.1642,597
4,10,0,1,0.6,0.73,0.1642,320
1,2,0,1,0.3,0.24,0.0,211
3,9,0,0,0.82,0.52,0.4478,626
2,6,0,1,0.56,0.88,0.194,46
3,9,0,0,0.46,0.77,0.2239,112
2,6,0,1,0.56,0.49,0.2239,415
4,11,1,0,0.48,0.33,0.2239,175
4,12,0,0,0.38,0.54,0.2537,456
1,2,0,1,0.32,0.45,0.2537,104
2,4,0,0,0.4,0.47,0.1642,198
1,2,1,0,0.3,0.39,0.0,26
3,9,0,1,0.72,0.39,0.0896,491
2,5,0,1,0.54,0.94,0.0896,158
1,3,0,1,0.52,0.42,0.0896,111
1,12,0,1,0.24,0.6,0.1642,2
1,12,0,0,0.32,0.42,0.194,99
1,1,0,1,0.16,0.93,0.1045,95
3,8,0,1,0.76,0.58,0.0896,234
3,8,0,1,0.72,0.54,0.0,234
4,11,1,0,0.5,0.31,0.2537,149
4,11,0,1,0.46,0.44,0.3881,237
4,12,0,1,0.44,0.77,0.0896,184
3,9,0,0,0.5,0.72,0.0,13
1,2,0,1,0.44,0.72,0.2239,95
1,2,0,0,0.14,0.39,0.6418,140
3,9,1,0,0.72,0.76,0.1045,184
3,8,0,1,0.82,0.46,0.2537,288
4,10,0,0,0.4,0.76,0.3284,67
2,5,0,0,0.56,0.88,0.2239,304
1,12,0,1,0.26,0.56,0.1343,61
3,8,0,1,0.66,0.69,0.2537,98
2,5,0,0,0.66,0.36,0.194,576
3,7,0,1,0.8,0.41,0.2239,265
4,10,0,1,0.46,0.94,0.0,11
1,2,0,1,0.22,0.32,0.5821,176
1,2,0,1,0.36,0.5,0.1045,109
2,4,0,1,0.6,0.26,0.2537,537
4,9,0,0,0.54,0.6,0.2239,149
1,1,0,1,0.3,0.61,0.2985,157
2,5,0,1,0.78,0.46,0.2836,153
3,8,0,1,0.66,0.61,0.1045,282
4,11,0,1,0.44,0.33,0.1343,469
2,4,0,1,0.5,0.59,0.2537,46
3,8,0,1,0.66,0.89,0.1045,5
1,3,0,1,0.6,0.4,0.0896,288
4,11,0,1,0.56,0.46,0.1343,289
3,8,0,1,0.66,0.5,0.2239,218
3,8,0,1,0.78,0.52,0.1642,16
2,5,0,1,0.5,0.77,0.194,6
2,5,0,1,0.5,0.88,0.1343,82
2,3,0,1,0.24,0.93,0.2985,44
1,1,0,1,0.22,0.64,0.1642,40
2,4,0,0,0.46,0.82,0.3284,73
3,9,0,1,0.64,0.89,0.194,165
2,5,0,1,0.52,0.88,0.194,223
2,4,0,1,0.42,0.67,0.194,319
4,12,0,0,0.32,0.81,0.1642,355
1,2,0,1,0.56,0.64,0.2985,36
4,10,0,1,0.5,0.72,0.1642,360
3,7,0,1,0.76,0.75,0.0896,12
3,7,0,1,0.88,0.42,0.1045,212
3,9,0,0,0.5,0.72,0.1642,260
3,7,0,0,0.76,0.58,0.2537,262
2,4,0,0,0.38,0.43,0.0,381
3,6,0,1,0.72,0.7,0.3582,400
1,3,0,0,0.26,0.65,0.2239,28
1,1,0,0,0.26,0.93,0.1045,40
3,9,0,1,0.54,0.88,0.2985,163
3,9,0,0,0.66,0.44,0.1642,656
3,6,0,1,0.74,0.51,0.0,591
2,4,0,0,0.38,0.66,0.0,102
4,12,0,1,0.26,0.6,0.1642,233
1,3,0,1,0.32,0.43,0.1642,97
3,8,0,1,0.56,0.52,0.2836,6
2,4,0,1,0.34,0.49,0.194,11
3,6,0,0,0.64,0.89,0.1642,275
1,2,0,0,0.22,0.75,0.4179,146
1,2,0,1,0.42,0.77,0.194,169
4,10,0,1,0.56,0.46,0.0896,205
4,12,0,1,0.36,0.62,0.2836,280
4,10,0,1,0.4,0.82,0.0896,158
2,5,0,0,0.66,0.31,0.194,546
4,10,0,1,0.48,0.55,0.5224,129
1,2,0,1,0.14,0.5,0.3284,87
3,7,0,0,0.92,0.37,0.2239,325
2,6,0,1,0.82,0.34,0.2836,259
1,2,0,1,0.38,0.76,0.3284,76
4,10,0,0,0.6,0.56,0.4179,576
1,1,0,1,0.3,0.52,0.1642,59
2,3,0,1,0.28,0.87,0.2537,36
4,12,0,1,0.28,0.52,0.2836,23
2,5,0,1,0.68,0.65,0.1045,678
1,3,0,1,0.48,0.82,0.2836,342
2,5,0,1,0.6,0.78,0.194,483
4,10,0,0,0.56,0.64,0.2836,618
3,8,0,1,0.86,0.36,0.2537,546
3,7,0,1,0.78,0.4,0.2836,413
3,8,0,1,0.82,0.46,0.1642,295
4,11,0,1,0.36,0.62,0.1045,213
2,4,0,1,0.64,0.44,0.2239,394
1,12,0,1,0.24,0.6,0.2836,191
1,1,0,1,0.14,0.5,0.3284,139
2,5,0,1,0.74,0.7,0.2985,183
4,11,1,0,0.3,0.65,0.0896,46
1,1,1,0,0.16,0.5,0.2537,57
4,11,0,1,0.56,0.73,0.4179,36
1,2,0,1,0.36,0.71,0.194,276
1,2,0,1,0.46,0.55,0.0,17
3,8,0,1,0.62,0.83,0.0,20
3,8,0,1,0.78,0.55,0.1642,862
2,6,0,0,0.66,0.78,0.0,19
3,9,0,0,0.74,0.7,0.0,545
3,8,0,1,0.76,0.45,0.3284,600
1,2,0,0,0.3,0.36,0.2836,48
2,6,0,1,0.84,0.49,0.194,188
1,12,0,0,0.24,0.48,0.3582,60
1,3,0,1,0.38,0.54,0.1642,281
3,6,0,1,0.82,0.52,0.2836,145
1,2,0,1,0.26,1.0,0.0,283
4,12,0,0,0.4,0.94,0.1045,12
3,8,0,1,0.74,0.62,0.0,282
4,11,1,0,0.36,0.76,0.1642,31
2,4,0,1,0.48,0.67,0.1045,64
2,6,0,1,0.68,0.79,0.194,27
4,9,0,0,0.46,0.59,0.2537,6
4,12,0,1,0.58,0.56,0.0896,321
1,1,0,1,0.28,0.52,0.3284,202
2,5,0,0,0.48,0.59,0.0896,14
1,2,1,0,0.34,0.42,0.3284,37
1,1,0,1,0.2,0.4,0.2239,47
4,10,0,1,0.54,0.88,0.4478,197
2,6,0,0,0.62,0.78,0.0896,10
3,8,0,1,0.78,0.46,0.2985,213
2,4,0,1,0.46,0.33,0.3284,300
2,5,0,1,0.62,0.61,0.2239,191
2,4,0,1,0.5,0.23,0.194,362
2,4,0,1,0.56,0.6,0.1045,411
1,3,0,1,0.34,0.71,0.194,3
2,5,0,0,0.56,0.49,0.2985,298
1,3,0,0,0.36,0.93,0.0896,38
3,9,0,1,0.52,0.72,0.1642,37
3,8,0,1,0.7,0.58,0.2836,146
2,4,0,1,0.4,0.37,0.4925,127
4,10,0,0,0.32,0.66,0.0,79
4,12,0,1,0.3,0.65,0.0896,15
1,3,0,0,0.36,0.93,0.194,2
4,10,0,1,0.42,0.5,0.2239,213
4,10,0,1,0.58,0.49,0.194,323
3,6,0,0,0.74,0.4,0.2836,371
1,3,0,0,0.42,0.82,0.2985,11
4,9,0,1,0.74,0.48,0.0,326
3,7,0,0,0.7,0.74,0.194,191
1,12,0,1,0.36,0.93,0.1045,17
4,11,0,1,0.3,0.56,0.2537,60
2,5,0,1,0.7,0.54,0.2836,590
4,11,0,1,0.3,0.61,0.0896,130
4,11,0,0,0.42,0.58,0.0,141
3,6,0,1,0.76,0.29,0.2985,322
1,3,0,0,0.62,0.53,0.0896,690
2,3,0,0,0.36,0.76,0.2836,112
3,8,0,0,0.64,0.73,0.0896,22
2,5,0,1,0.72,0.58,0.2239,517
4,12,0,1,0.32,0.39,0.0,270
4,10,0,1,0.58,0.68,0.1343,337
3,8,0,0,0.7,0.89,0.194,103
2,4,0,1,0.42,0.41,0.1642,330
1,3,0,0,0.36,0.93,0.0,44
1,3,0,1,0.34,0.61,0.1343,564
4,12,0,1,0.42,1.0,0.2537,584
2,5,0,0,0.62,0.88,0.1642,66
3,9,0,1,0.5,0.51,0.1343,179
2,4,0,1,0.4,0.62,0.2537,7
1,2,0,1,0.32,0.7,0.1045,88
2,6,0,1,0.7,0.58,0.2239,80
2,5,0,1,0.74,0.66,0.2239,160
2,5,0,1,0.6,0.88,0.4478,71
4,11,0,1,0.46,0.44,0.0896,153
3,7,0,1,0.76,0.62,0.1343,643
3,6,0,0,0.74,0.4,0.1343,443
1,1,1,0,0.26,0.35,0.4925,175
1,2,0,1,0.46,0.67,0.1642,174
2,5,0,0,0.56,0.83,0.2836,149
3,9,0,1,0.74,0.74,0.0896,216
1,2,0,1,0.28,0.41,0.6866,3
3,6,0,1,0.72,0.74,0.2239,31
2,6,0,1,0.68,0.79,0.1045,90
1,2,0,1,0.54,0.24,0.4478,529
3,8,0,1,0.86,0.39,0.2985,285
1,1,0,1,0.26,0.6,0.2836,126
3,9,0,1,0.74,0.51,0.2836,184
1,2,0,0,0.42,0.28,0.3284,125
3,8,0,1,0.7,0.45,0.1642,390
1,3,0,1,0.28,0.7,0.2537,259
3,7,0,1,0.72,0.62,0.0,7
4,11,0,1,0.3,1.0,0.0896,410
4,11,0,1,0.32,0.53,0.4179,9
3,7,0,0,0.76,0.7,0.1642,71
2,5,0,1,0.34,0.81,0.1045,16
1,2,0,1,0.22,0.8,0.1343,2
4,12,0,1,0.3,0.7,0.1642,126
3,9,0,0,0.54,0.64,0.0,117
2,5,0,1,0.72,0.37,0.194,292
3,9,0,0,0.56,0.73,0.2239,124
3,7,0,0,0.72,0.66,0.2537,72
2,4,0,0,0.4,0.28,0.2537,69
1,12,0,1,0.24,0.7,0.1343,92
2,4,0,1,0.46,0.63,0.2239,7
3,7,0,0,0.84,0.36,0.1343,373
1,3,0,1,0.4,0.62,0.2537,185
2,5,0,1,0.64,0.73,0.194,264
2,5,1,0,0.76,0.62,0.1343,525
1,3,0,1,0.46,0.82,0.2836,308
3,8,0,1,0.66,0.61,0.0896,201
3,8,0,1,0.66,0.65,0.1045,241
2,5,0,1,0.56,0.35,0.5224,770
1,2,0,1,0.44,0.47,0.2537,147
4,9,0,0,0.64,0.83,0.0,275
4,11,0,1,0.3,0.52,0.1642,396
3,8,0,1,0.8,0.49,0.2239,552
1,2,1,0,0.24,0.87,0.3582,49
4,12,0,1,0.24,0.7,0.194,28
2,6,0,0,0.7,0.51,0.1045,466
2,6,0,0,0.56,0.52,0.0,93
1,2,0,0,0.26,0.81,0.194,4
3,8,0,1,0.76,0.58,0.2239,144
1,2,0,0,0.32,0.53,0.0,56
3,6,0,1,0.8,0.63,0.1642,243
4,11,0,0,0.24,0.87,0.0,9
1,1,1,0,0.28,0.38,0.4478,168
3,8,0,0,0.7,0.84,0.1642,64
3,7,0,1,0.76,0.58,0.2239,402
4,11,1,0,0.44,0.88,0.1045,397
1,1,0,1,0.22,0.93,0.0896,7
1,1,0,1,0.22,0.64,0.0,197
4,11,0,0,0.4,0.43,0.2239,493
2,4,0,1,0.64,0.47,0.3582,530
1,1,0,1,0.2,0.37,0.2836,73
1,2,0,1,0.42,0.77,0.2836,5
3,9,0,0,0.6,0.43,0.0896,330
3,7,0,0,0.74,0.7,0.0896,122
1,1,0,1,0.16,0.74,0.0896,2
3,9,0,1,0.52,0.72,0.1045,21
1,1,0,0,0.36,0.66,0.0,48
4,11,0,1,0.28,0.45,0.1642,154
4,12,0,0,0.26,0.75,0.1045,220
3,7,0,1,0.74,0.48,0.1642,214
2,5,0,0,0.56,0.94,0.194,48
3,7,0,1,0.8,0.27,0.1343,891
2,4,0,1,0.64,0.78,0.4478,215
4,10,0,1,0.38,0.82,0.194,19
4,12,0,1,0.32,0.57,0.1045,132
4,10,0,1,0.7,0.7,0.1045,358
3,9,0,0,0.66,0.85,0.1343,123
3,8,0,0,0.88,0.37,0.2985,492
2,6,0,1,0.72,0.25,0.2836,558
1,1,0,1,0.26,0.7,0.2836,33
3,7,0,1,0.66,0.89,0.194,16
4,11,1,0,0.36,0.71,0.1642,22
2,4,0,1,0.7,0.65,0.2239,203
1,3,0,1,0.64,0.38,0.6866,185
1,3,0,1,0.52,0.88,0.1343,6
2,4,0,0,0.34,0.87,0.5224,13
4,10,0,1,0.6,0.88,0.1343,154
2,4,0,0,0.54,0.56,0.1045,74
2,5,0,0,0.42,0.77,0.1045,50
3,9,0,1,0.54,0.94,0.2537,5
1,12,0,0,0.32,0.39,0.2239,186
1,12,0,0,0.44,0.51,0.3881,195
4,10,0,1,0.52,0.59,0.1642,5
3,7,0,1,0.78,0.55,0.2239,29
3,7,0,1,0.76,0.58,0.2239,43
3,8,0,1,0.7,0.48,0.0,157
3,9,0,1,0.6,0.94,0.1045,30
4,9,0,1,0.64,0.89,0.1045,427
4,10,0,1,0.52,0.77,0.0896,213
